Unnamed: 0,headers_text,headers_link
910,"El ‘Niño costero’ sigue causando estragos en Perú
mar, 28 mar 2017
Milton López Tarabochia / Mongabay Latam A las de las siete de la mañana de este martes la región de Piura, ubicada al norte del ...",https://www.semana.com/peru-lluvias-del-nino-costero-sigue-haciendo-estragos/37429/
911,"Contaminación mata a 1,7 millones de menores de cinco años
lun, 6 mar 2017
Más de un cuarto de los fallecimientos de los niños de menos de cinco años es atribuible a la contaminación ambiental, según indica la Organización ...",https://www.semana.com/contaminacion-ambiental-mata-a-17-millones-de-menores-de-cinco-anos/37261/
912,"¿Qué son los “hotspots” de biodiversidad?
mié, 1 feb 2017
¿Por qué es necesario definir “hotspots” de biodiversidad? La respuesta es simple y triste a la vez: la humanidad no podrá salvar a todas las ...",https://www.semana.com/hotspots-de-biodiversidad-en-el-mundo-que-son-estas-areas/30607/
913,"Santos pide a grandes potencias cumplir con el Acuerdo de París
lun, 23 ene 2017
El presidente de Colombia, Juan Manuel Santos, pidió el pasado fin de semana a las potencias mundiales cumplir los compromisos sobre el cambio climático pactados ...",https://www.semana.com/santos-pide-a-grandes-potencias-cumplir-con-el-acuerdo-de-paris/36894/
914,"Chile en crisis por una incesante ola de incendios forestales
lun, 30 ene 2017
Chile vive desde la semana pasada una inédita grave crisis ambiental y humanitaria por cuenta de cientos de incendios forestales, que según las autoridades del ...",https://www.semana.com/chile-y-los-incendios-forestales-que-no-cesan/36952/
915,"La resurrección de la rana arlequín
jue, 9 feb 2017
Por: Alberto Castaño* Atelopus varius , más conocida como la Rana Arlequín, era una especie muy común en Centroamérica hasta principios de los años noven",https://www.semana.com/rana-arlequin-y-su-resureccion-en-costa-rica/37060/
916,"Colombia en alerta por el peligroso aumento de la radiación UV
mar, 14 feb 2017
Este martes el instituto de Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam) alertó a la población colombiana sobre el peligroso aumento de la radiaci&o",https://www.semana.com/radiacion-ultravioleta-y-su-peligros-aumento-en-colombia/37100/
917,"Primer semestre de 2017: sin niño y sin niña
vie, 20 ene 2017
La última predicción del Instituto Internacional de Investigación del Clima y la Sociedad (IRI por sus siglas en inglés), mostró que desde febrero de 2017 ...",https://www.semana.com/ideam-asegura-que-en-2017-no-habra-nino-y-nina/36887/
918,"2016: el año más cálido de la historia
mar, 20 dic 2016
Un informe mensual sobre el clima mundial preparado por científicos del gobierno estadounidense ofreció más pruebas de que 2016 será probablemente el año más",https://www.semana.com/el-ano-mas-calido-de-la-historia/36710/
919,"La biodiversidad mundial se reducirá en un 67%
jue, 27 oct 2016
Cada dos años la organización el Fondo Mundial para la Naturaleza (WWF por sus siglas en inglés) publica el informe Planeta Vivo en el cual ...",https://www.semana.com/informe-planeta-vivo-2016-la-biodiversidad-mundial-se-reducira-en-un-67/36369/
920,"Protegiendo al adax, un sobreviviente del desierto
vie, 23 sept 2016
Temperaturas elevadas, prácticamente sin precipitaciones, enormes tormentas de arena y poca vegetación. La vida en el desierto del Sahara es dura. Pero hay un animal ...",https://www.semana.com/adax-un-sobreviviente-del-desierto/36128/
921,"Acuerdo de París entrará en vigor en 30 días
mié, 5 oct 2016
El acuerdo contra el cambio climático destinado a reducir las emisiones de gases de efecto invernadero fue ratificado por 72 países y entrará en vigor ...",https://www.semana.com/acuerdo-de-paris-entrara-en-vigor-en-30-dias/36226/
922,"Tumaco, un ejemplo en reforestación
dom, 9 oct 2016
El pacífico colombiano sintetiza la exuberancia de la naturaleza. Esa franja selvática, que va desde Nariño hasta Chocó y desde la cordillera occidental hasta el ...",https://www.semana.com/tumaco-un-ejemplo-en-reforestacion/36240/
923,"Granjas de luz violeta: ¿el futuro de la agricultura en ambientes hostiles?
lun, 10 oct 2016
Un irreal halo de luz violácea baña decenas de lechugas dispuestas en estanterías de una granja vertical en el oeste de Bélgica, una futura solución ...",https://www.semana.com/granjas-de-luz-violeta-el-futuro-de-la-agricultura-en-ambientes-hostiles/36248/
924,"La Gran Barrera de Coral no está muerta, pero sí está muriendo
vie, 14 oct 2016
El pasado 12 de octubre ‘Outside Magazine’, una publicación dedicada a la naturaleza, el senderismo y el turismo de aventura, sorprendió al mundo al publicar ...",https://www.semana.com/la-gran-barrera-de-coral-no-esta-muerta-pero-si-esta-muriendo/36297/
925,"Ecologistas aseguran que América Latina debería esforzarse mas para reducir emisiones
vie, 9 sept 2016
Organizaciones ambientalistas internacionales pidieron este jueves en Panamá mayores esfuerzos a los gobiernos latinoamericanos para el uso de energías renovables, con el fin de cumplir ...",https://www.semana.com/ecologistas-aseguran-que-america-latina-deberia-esforzarse-mas-para-reducir-emisiones/36022/
926,"11 datos curiosos sobre la vida en el océano
vie, 16 sept 2016
Hay muchos que dicen que no hay cosa más difícil que vaciar el océano. Y si nos ponemos a pensar seriamente en ello... ¿sería posible ...",https://www.semana.com/viaje-al-fondo-del-mar-11-datos-sobre-la-vida-en-el-oceano/36074/
927,"“Los colombianos hemos creado verdaderas tragedias ambientales”
mié, 3 ago 2016
Semana Sostenible: El Ideam ha alertado que el fenómeno de la Niña puede presentarse el próximo semestre y muchas de las obras de las que ...",https://www.semana.com/ivan-mustafa-del-fondo-de-adaptacion-los-colombianos-hemos-creado-verdaderas-tragedias-ambientales/35764/
928,"Árboles para combatir contaminación en México
mar, 12 jul 2016
En Ciudad de México y su zona metropolitana serán sembrados 18 millones de árboles en un esfuerzo para combatir la contaminación, que meses atrás se ...",https://www.semana.com/medio-ambiente/multimedia/arboles-para-combatir-contaminacion-en-mexico/35576/
929,"El Niño duraría hasta abril generando desabastecimiento
dom, 9 jul 2000
La primera temporada de lluvias en Colombia comienza habitualmente hacia finales del mes de marzo. No obstante, este año podría ser la excepción por cuenta ...",https://www.semana.com/fenomeno-de-el-nino-se-demoraria-hasta-abril-generando-desabastecimiento/42572/
930,"Colombia incrementa tarifas de agua por fenómeno de El Niño
mié, 30 dic 2009
Carlos Costa, ministro de Ambiente, Vivienda y Desarrollo Territorial, hizo el anuncio, y dejó claro que la medida sólo regirá mientras esté vigente el fenómeno ...",https://www.semana.com/colombia-incrementa-tarifas-agua-fenomeno-el-nino/111557-3/
931,"Ministro de Ambiente dice cuáles ciudades deben ahorrar más agua
mié, 7 oct 2009
Las altas temperaturas que se han presentado durante el verano de los últimos meses ha disminuido el nivel de agua de los embalses. Por eso, ...",https://www.semana.com/nacion/medio-ambiente/articulo/ministro-ambiente-dice-cuales-ciudades-deben-ahorrar-mas-agua/108452-3/
932,"Poca energía y muchos incendios, efectos de la canícula
mar, 29 sept 2009
Septiembre fue un mes crítico. El nivel de lluvias que se esperaba fue la mitad del promedio histórico, según lo anunció el Ministro de Medio ...",https://www.semana.com/poca-energia-muchos-incendios-efectos-canicula/108136-3/
933,"Ascienden a 19.507 las hectáreas incendiadas en Colombia
mar, 29 sept 2009
BOGOTA (AP) — Al menos 19.507 hectáreas de bosque, vegetación seca y cultivos se han quemado en diversos puntos de Colombia por incendios forestales en ...",https://www.semana.com/nacion/medio-ambiente/articulo/ascienden-19507-hectareas-incendiadas-colombia/108133-3/
934,"Casi 200 ballenas varadas en Australia
lun, 2 mar 2009
Casi 200 ballenas y varios delfines quedaron varados en una playa de una isla meridional del estado de Tasmania, el más reciente hecho de este ...",https://www.semana.com/nacion/medio-ambiente/articulo/casi-200-ballenas-varadas-australia/100639-3/
935,"Alerta naranja en volcán de Huila
sáb, 8 nov 2008
Las autoridades vulcanológicas elevaron a naranja el nivel de alerta, en el volcán Nevado del Huila donde se registró un fuerte cambio sísmico asociado con ...",https://www.semana.com/alerta-naranja-volcan-huila/97140-3/
936,"¿Podría desaparecer Suratá, Santander?
lun, 26 mar 2001
El 25 de enero de 2019 será una fecha que los habitantes del municipio de Brumadinho, ubicado en el estado de Minas Gerais, en Brasil, ...",https://www.semana.com/surarta-santander-en-riesgo-por-dique-minero/45382/
937,"La espuma en Mosquera y los malos olores pueden generar enfermedades: defensor del pueblo
dom, 1 may 2022
La imagen de ver grandes nubes de espuma maloliente sobre casas en las que habitan niños y ancianos en Mosquera, Cundinamarca, le ha dado la ...",https://www.semana.com/sostenible/medio-ambiente/articulo/la-espuma-en-mosquera-y-los-malos-olores-pueden-generar-enfermedades-defensor-del-pueblo/202253/
938,"""Los insectos sobrevivirán a las catástrofes provocadas por el hombre""
mar, 21 jul 2020
Geógrafo de profesión, Josef Tumbrick se interesó desde muy joven por la naturaleza. Descubrió su pasión por las langostas observando aves en su natal Münster, ...",https://www.semana.com/langostas-los-insectos-sobreviviran-a-catastrofes-provocadas-por-el-hombre/53152/
939,"¿Quién se beneficia de la explotación económica de la Amazonia brasileña?
vie, 30 ago 2019
En medio de la indignación internacional causada por la oleada de incendios que devastan la Amazonia, el ministro del Medio Ambiente de Brasil, Ricardo Salles, ...",https://www.semana.com/medio-ambiente/articulo/quien-se-beneficia-de-la-explotacion-economica-de-la-amazonia-brasilena/46575/
940,"Deberán pagar 4 millones de dólares por ocultar maltrato a ballenas
mié, 19 sept 2018
El grupo Sea World Entertainment y su exdirector general tendrán que pagar 5 millones de dólares de multa por haber minimizado ante los inversores el ...",https://www.semana.com/medio-ambiente/articulo/deberan-pagar-4-millones-de-dolares-por-ocultar-maltrato-a-ballenas/41638/
941,"Los 9 municipios que le dijeron No a la minería usando la consulta popular
vie, 12 oct 2018
Desde 2013, cuando se hizo la primera consulta popular minera en el país, nueve municipios han usado este mecanismo para blindarse de la exploración y ...",https://www.semana.com/medio-ambiente/articulo/los-9-municipios-que-le-dijeron-no-a-la-mineria-usando-la-consulta-popular/41872/
942,"Generan una solución digna a través del agua
mar, 4 sept 2018
Para entender de qué se trata el proyecto social Gram Vikas, hay que retroceder 47 años y aterrizar en la guerra entre India y Pakistán. ...",https://www.semana.com/medio-ambiente/articulo/una-solucion-digna-a-traves-del-agua/41506/
943,"Mosquitos con Wolchabia: ¿el fin del dengue y el zika?
jue, 29 jun 2017
El dengue no suele ser mortal, pero su explosiva propagación lo ha convertido en un problema mundial. Casi 390 millones de personas enferman anualmente de ...",https://www.semana.com/mosquitos-con-wolchabia-el-fin-del-dengue-y-el-zika/38119/
944,"¿Cuánto le han costado a Colombia los desastres de origen natural?
mar, 11 abr 2017
Ya ha pasado más de una semana desde que una avalancha causó la peor tragedia de la historia de Mocoa en el departamento de Putumayo. ...",https://www.semana.com/costo-de-los-desastres-de-origen-natural-en-colombia/37528/
945,"Se silencian las motosierras en los bosques de Córdoba
lun, 2 ene 2017
El objetivo es vincular a quienes por años talaron de manera indiscriminada los bosques en esta región del país, a proyectos como la cría de ...",https://www.semana.com/entregan-3500-motosierras-en-bosques-de-cordoba/36767/
946,"Los desastres naturales del 2016 han sido los más costosos
mié, 4 ene 2017
Según un estudio publicado por la compañía reaseguradora alemana Munich Re, el año pasado los desastres naturales provocaron grandes pérdidas materiales pero fueron",https://www.semana.com/los-desastres-naturales-del-2016-han-sido-los-mas-costosos/36786/
947,"Indignante: a disparos mataron a un mono tití gris en San Rafael, Antioquia
vie, 10 mar 2023
Un nuevo y lamentable caso de maltrato animal se presentó en el departamento de Antioquia. Este viernes, 10 de marzo, se registró la muerte de ...",https://www.semana.com/nacion/medellin/articulo/indignante-a-disparos-mataron-a-un-mono-titi-gris-en-san-rafael-antioquia/202352/
948,"""La deforestación es principal causa de los incendios amazónicos"": científico brasileño
jue, 22 ago 2019
El gobiero de Jair Bolsanaro asegura que el incremento en el número de conflagraciones en la Amazonía brasileña se debe en gran parte a la ...",https://www.semana.com/la-deforestacion-principal-causa-de-los-fuegos-amazonicos-dice-cientifico-brasileno/45456/
949,"El largo camino para prohibir el asbesto
vie, 11 may 2018
Aunque el proyecto de Ley 61 de 2017, denominado Ana Cecilia Niño fue aprobado en la Comisión VII del Senado en primer debate después de ...",https://www.semana.com/medio-ambiente/articulo/el-largo-camino-para-prohibir-el-asbesto/40974/
950,"Las 10 plantas más curiosas de Colombia
mar, 6 jun 2017
Sabía usted que Colombia es el segundo país con mayor diversidad de plantas del mundo, con más de 24.500 especies de helechos, pinos y plantas ...",https://www.semana.com/plantas-mas-curiosas-de-colombia-segun-cientificos-del-instituto-humboldt/37989/
951,"Declaran alerta ambiental en Bogotá por mala calidad del aire tras incendios forestales
vie, 24 feb 2023
El material particulado producto de los incendios forestales en varias regiones del país y Venezuela, están afectando la calidad del aire de Bogotá. La Secretaría ...",https://www.semana.com/sostenibilidad/medio-ambiente/articulo/declaran-alerta-ambiental-en-bogota-por-mala-calidad-del-aire-tras-incendios-forestales/202355/
952,"Con microalgas, se creó un prototipo para reducir la contaminación en el aire
mié, 15 dic 2021
Con el objetivo principal de limpiar el aire de Medellín a través de un cultivo de algas, un grupo de ingenieros de la Universidad EIA ...",https://www.semana.com/medio-ambiente/articulo/con-microalgas-se-creo-un-prototipo-para-reducir-la-contaminacion-en-el-aire/202152/
953,"La contaminación del aire mató a medio millón de bebés en 2019
jue, 22 oct 2020
Las cifras son alarmantes. Un estudio publicado en Estados Unidos estima que l a contaminación del aire mató a 476.000 recién nacidos en 2019, especialmente ...",https://www.semana.com/medio-ambiente/articulo/la-contaminacion-del-aire-mato-a-medio-millon-de-bebes-en-2019----colombia-hoy/56824/
954,"La contaminación causó nueve millones de muertes en el mundo, según estudio
mar, 17 may 2022
La contaminación fue responsable de la muerte prematura de nueve millones de personas en 2019, según un estudio publicado este martes por la revista Lancet ...",https://www.semana.com/sostenibilidad/medio-ambiente/articulo/la-contaminacion-causo-nueve-millones-de-muertes-en-el-mundo-segun-estudio/202239/
955,"Calidad del aire: consejos para protegerse de la contaminación
lun, 8 abr 2019
El aire que respiramos está cada vez más contaminado, según la Organización Mundial de la Salud (OMS). La contaminación atmosférica del aire causa cerca de ...",https://www.semana.com/calidad-del-aire-consejos-para-protegerse-de-la-contaminacion/201900/
956,"Reducción de la contaminación provocó más huracanes en el Atlántico Norte, según estudio
vie, 13 may 2022
Norteamérica y Europa han conseguido durante las últimas décadas reducir la contaminación por partículas en el aire, una buena noticia que, según un nuevo estudio ...",https://www.semana.com/sostenible/medio-ambiente/articulo/reduccion-de-la-contaminacion-provoco-mas-huracanes-en-el-atlantico-norte-segun-estudio/202224/
957,"Declaran alerta preventiva en el suroccidente de Bogotá por mala calidad del aire
jue, 23 mar 2023
La administración distrital, en vista de las altas concentraciones de material particulado que se han presentado durante los días más recientes, especialmente desde el miércoles ...",https://www.semana.com/nacion/articulo/declaran-alerta-preventiva-en-el-suroccidente-de-bogota-por-mala-calidad-del-aire/202351/
958,"Fallo histórico: contaminación ambiental contribuyó a la muerte de una niña
jue, 17 dic 2020
Una niña de 9 años, que murió después de sufrir un ataque de asma, se ha convertido en la primera persona en Reino Unido cuya ...",https://www.semana.com/medio-ambiente/articulo/contaminacion-ambiental-contribuyo-a-la-muerte-de-una-nina-en-londres--mundo-hoy/58259/
959,"Coronavirus: contaminación del aire aumentaría el riesgo de contagio
jue, 26 mar 2020
Cerca de 8 millones de personas han fallecido en el mundo debido a la polución . Una investigación adelantada por la Universidad de Maryland en ...",https://www.semana.com/medio-ambiente/articulo/coronavirus-contaminacion-del-aire-aumentaria-el-riesgo-de-contagio/49292/
960,"Lista estrategia para mejorar la calidad del aire en Colombia
vie, 16 ago 2019
Este viernes el Valle de Aburrá amaneció con nueve estaciones de medición de calidad del aire en nivel naranja , es decir, que es dañino ...",https://www.semana.com/medio-ambiente/articulo/estrategia-nacional-para-mejorar-la-calidad-del-aire-en-colombia/45405/
961,"Contaminación atmosférica en Corea del Sur, la razón de una nueva disputa con China
dom, 9 jun 2019
Hwang Mi-sun solía observar cuidadosamente a su hijo mientras dormía en su casa en Seúl, para escuchar cada respiración agitada. Desde bebé, el niño padeció ...",https://www.semana.com/pm25-las-particulas-invisibles-responsables-del-desastre-social-en-corea-del-sur-y-por-que-generan-tensiones-con-china/44549/
962,"Muertes por contaminación del aire le costaron a Medellín $5 billones en solo un año
mar, 19 mar 2019
El material particulado PM 2.5 y PM 10, son partículas muy pequeñas, que permanecen en el aire durante mucho tiempo, incidiendo negativamente en las enfermedades ...",https://www.semana.com/muertes-por-contaminacion-del-aire-le-costaron-a-medellin-5-billones-en-solo-un-ano/201900/
963,"Hasta el miércoles 10 municipios del Valle de Aburrá estarán en estado de alerta roja ...
lun, 18 mar 2019
A buscar soluciones de fondo exhortaron los habitantes del Valle de Aburrá a las autoridades locales y departamentales frente al tema de la contaminación del ...",https://www.semana.com/medio-ambiente/articulo/hasta-el-miercoles-10-municipios-del-valle-de-aburra-estaran-en-estado-de-alerta-roja-por-calidad-del-aire/43320/
964,"En el Valle la contaminación es ‘hecha en Yumbo’
vie, 15 sept 2017
No es que en Cali no existan fuentes de contaminación, sino que cuenta con una ventajosa posición geográfica que hace que sus vientos sean más ...",https://www.semana.com/en-el-valle-la-contaminacion-es-hecha-en-yumbo/38652/
965,"Calidad del aire en Colombia: cuando respirar mata
mié, 5 jul 2017
Hasta hace muy poco asociar la contaminación del aire con enfermedades respiratorias y cardiovasculares era una rareza. A lo mucho se consideraba que respirar una ...",https://www.semana.com/calidad-del-aire-en-colombia-cuando-respirar-mata/38150/
966,"300 millones de niños respiran aire tóxico en el mundo
dom, 30 oct 2016
Unos 300 millones de niños viven en lugares con contaminación atmosférica que causa serios daños físicos, incluyendo impedimentos al desarrollo del cerebro, seg&uacu",https://www.semana.com/aire-toxico-es-respirado-por-300-millones-de-ninos-en-el-mundo/36380/
967,"El Valle de Sogamoso le dijo adiós a la contaminación del aire
mié, 7 jun 2017
Hasta hace dos años el cielo del valle de Sogamoso, en Boyacá, convivía con una neblina permanente. Todos los días estaba allí, instalada sobre la ...",https://www.semana.com/valle-de-sogamoso-le-dijo-adios-a-la-contaminacion-del-aire/38002/
968,"La OMS contra la contaminación del aire
mié, 19 oct 2016
Frente a la gravedad de la contaminación del aire en el mundo, que provoca 1 de cada 9 muertes, la Organización Mundial de la Salud ...",https://www.semana.com/la-oms-contra-contaminacion-del-aire/36324/
969,"Distrito reconoció a 82 empresas que dejaron de emitir 17,7 toneladas de material particulado en ...
jue, 31 ago 2023
El Pacto Unidos por un Nuevo Aire, un instrumento de gobernanza que involucra desde 2021 a ciudadanía, empresarios, colectivos y academia para realizar una gestión ...",https://www.semana.com/bogota/articulo/distrito-reconocio-a-82-empresas-que-dejaron-de-emitir-177-toneladas-de-material-particulado-en-los-ultimos-tres-anos/202333/
970,"ONU hará tratado “histórico” sobre desechos plásticos para evitar más contaminación
mié, 2 mar 2022
La ONU tiene previsto lanzar este miércoles 2 de marzo en la capital keniana de Nairobi negociaciones para un “histórico” tratado contra la contaminación provocada ...",https://www.semana.com/sostenibilidad/medio-ambiente/articulo/onu-hara-tratado-historico-sobre-desechos-plasticos-para-evitar-mas-contaminacion/202211/
971,"ONU prevé que para 2030 se duplique la contaminación por plástico
sáb, 23 oct 2021
La Organización de las Naciones Unidas (ONU), tras un informe del Programa para el Medio Ambiente (PNUMA), calificó como una “crisis mundial” la actual contaminación ...",https://www.semana.com/sostenibilidad/medio-ambiente/articulo/onu-preve-que-para-2030-se-duplique-la-contaminacion-por-plastico/202112/
972,"Una capa de gases contaminantes cubre Bogotá en el día sin carro y sin moto
jue, 6 feb 2020
Una espesa capa gris ha cubierto en los últimos días el cielo de Bogotá y hoy, en el día sin carro y sin moto, no ...",https://www.semana.com/medio-ambiente/articulo/una-capa-de-gases-contaminantes-cubre-bogota-en-el-dia-sin-carro-y-sin-moto/47915/
973,"Vea el estado de la contaminación en Bogotá y Medellín en tiempo real
vie, 6 mar 2020
Se han vuelto recurrentes en los últimos años las declaratorias de alertas por mala calidad del aire por parte de las autoridades en ciudades como ...",https://www.semana.com/medio-ambiente/articulo/vea-el-estado-de-la-contaminacion-en-bogota-y-medellin-en-tiempo-real/48898/
974,"La contaminación afecta la salud de las abejas
mié, 19 ago 2020
La mala calidad del aire no solo afecta a los humanos. Una investigación publicada en la revista Proceedings of the National Academy of Sciences (PNAS) ...",https://www.semana.com/medio-ambiente/articulo/la-contaminacion-afecta-la-salud-de-las-abejas-mundo-hoy/54273/
975,"Por fin mejora la calidad del aire en Bogotá
dom, 22 mar 2020
Las condiciones de la calidad del aire de Bogotá empezaron a mejorar. De acuerdo con el último reporte de la Secretaría de Ambiente del Distrito, ...",https://www.semana.com/mejora-la-calidad-del-aire-en-bogota/49153/
976,"Tras 30 años, reducción de contaminación en la India permite ver de nuevo el Himalaya
vie, 10 abr 2020
Al igual que en ciudades como Bogotá, en donde el confinamiento humano para evitar el contagio del coronavirus ha mejorado la calidad del aire , ...",https://www.semana.com/medio-ambiente/articulo/tras-30-anos-reduccion-de-contaminacion-en-la-india-permite-ver-de-nuevo-el-himalaya/49806/
977,"92% de la población mundial respira aire contaminado
dom, 10 nov 2019
Las alarmas están prendidas por los efectos que sobre la salud de los ciudadanos está generando la contaminación del aire. Por esta razón, el Fondo ...",https://www.semana.com/medio-ambiente/articulo/92-de-la-poblacion-mundial-respira-aire-contaminado/47540/
978,"India, el país en donde más personas mueren por causa de la contaminación
dom, 22 dic 2019
India lidera las muertes vinculadas con la polución en el mundo, seguida de China y Nigeria, según un informe publicado que estimó el impacto global ...",https://www.semana.com/medio-ambiente/articulo/india-el-pais-en-donde-mas-mueren-personas-debido-a-la-contaminacion/48214/
979,"En Bogotá la pobreza asfixia
lun, 18 feb 2019
Uno de los puntos más contaminados del país se encuentra en Bogotá. La estación de monitoreo de aire Carvajal-La Sevillana, en el sur de la ...",https://www.semana.com/calidad-del-aire-en-bogota-la-pobreza-asfixia/38402/
980,"Así afecta el ecoturismo las zonas de conservación
mar, 3 dic 2019
En momentos en que varias regiones del país promueven el desarrollo del ecoturismo como una forma de dinamizar sus economías y que los Parques Naturales ...",https://www.semana.com/medio-ambiente/articulo/asi-afecta-el-ecoturismo-las-zonas-de-conservacion/47856/
981,"¿Qué necesita Bogotá para mejorar la calidad del aire?
mar, 26 feb 2019
*Anadolu Agencia Bogotá vivió una emergencia ambiental entre el pasado 15 y 19 de febrero debido a la calidad del aire que obligó a la ...",https://www.semana.com/medio-ambiente/articulo/que-necesita-bogota-para-mejorar-la-calidad-del-aire/43089/
982,"Más de 600.000 niños mueren cada año por causa de la contaminación atmosférica
lun, 29 oct 2018
La contaminación del aire es el nuevo tabaco"". La afirmación fue hecha por el director general de la Organización Mundial de la Salud (OMS), Tedros ...",https://www.semana.com/medio-ambiente/articulo/la-contaminacion-atmosferica-provoca-la-muerte-de-600000-ninos-cada-ano-advierte-la-oms/41947/
983,"¿Qué respiran y de dónde proviene la contaminación en Bogotá?
vie, 10 ago 2018
*Por: Sergio García y Diego Carranza/Anadolu La contaminación en Bogotá provocó a finales del pasado mes de julio una reacción del Ministerio de Ambiente de ...",https://www.semana.com/medio-ambiente/articulo/calidad-del-aire-bogota-contaminacion-que-respiran-y-de-donde-proviene-la-contaminacion-en-bogota/41330/
984,"Medellín y Bucaramanga en alerta por contaminación
mié, 6 mar 2019
Con medidas como el pico y placa ambiental y el cierre de aquellas empresas que no demuestren el cumplimiento de los estándares para material particulado, ...",https://www.semana.com/medio-ambiente/articulo/calidad-de-aire-medellin-y-bucaramanga-estan-en-alerta-por-contaminacion/43181/
985,"Atentando a oleoducto en Putumayo produce emergencia ambiental
jue, 19 sept 2019
Una recompensa de 10 millones de pesos están ofreciendo las autoridades de Putumayo a quienes suministren información que permita capturar a los autores del atentado ...",https://www.semana.com/medio-ambiente/articulo/atentando-a-oleoducto-en-putumayo-produce-emergencia-ambiental/46787/
986,"Ataque al Oleoducto Trasandino genera contaminación del río Guamuez, en Putumayo
dom, 6 oct 2019
Un nuevo atentado contra la infraestructura petrolera se registró este sábado, generando graves afectacioes medioambientales a los ecosistemas de la zona. Esta vez fue un ...",https://www.semana.com/medio-ambiente/articulo/nuevo-atentado-contra-el-oleoducto-trasandino/46986/
987,"Las fábricas en la mira de la Secretaría de Ambiente
jue, 9 mar 2017
El tema de la calidad del aire en un tema espinoso en nuestro país, la falta de regulación permitió que por décadas el aire se ...",https://www.semana.com/contaminacion-en-bogota-fabricas-en-la-mira-de-la-secretaria-de-ambiente/37285/
988,"Medellín sufre un problema crónico de contaminación
vie, 15 sept 2017
En Medellín muere una persona cada tres horas por causas relacionadas con la contaminación del aire”, afirma el profesor Elkin Martínez, investigador de la Facultad ...",https://www.semana.com/contaminacion-del-aire-en-medellin-es-un-problema-cronico/38650/
989,"India, el país en donde más personas mueren debido a la contaminación
sáb, 21 dic 2019",https://www.semana.com/nacion/medio-ambiente/articulo/india-el-pas-en-donde-ms-personas-mueren-debido-a-la-contaminacin/701910/
