,headers_text,headers_link
0,"África abre sus puertas a inversiones verdes en la lucha contra el cambio climático
lun, 4 sept 2023
África tiene una “oportunidad sin precedentes” para desarrollarse participando en la lucha contra el cambio climático pero necesita grandes inversiones internacionales, dijo el lunes el ...",https://www.semana.com/mundo/africa/articulo/africa-abre-sus-puertas-a-inversiones-verdes-en-la-lucha-contra-el-cambio-climatico/202309/
1,"Inundaciones en Brasil: un testimonio impactante de los estragos del cambio climático
mié, 13 sept 2023
Los residentes de Muçum y de otras ciudades enlutadas del estado Rio Grande do Sul por el paso de un ciclón aseguran que nunca habían ...",https://www.semana.com/mundo/articulo/inundaciones-en-brasil-un-testimonio-impactante-de-los-estragos-del-cambio-climatico/202317/
2,"Responsable climático de la ONU critica fuertemente las posturas del G20, ¿qué dijo?
jue, 7 sept 2023
El G20, un foro que aglutina a las principales economías del mundo y que conjuntamente representan aproximadamente el 85 % de la economía global, así ...",https://www.semana.com/mundo/articulo/responsable-climatico-de-la-onu-critica-fuertemente-las-posturas-del-g20-que-dijo/202332/
3,"“El cambio climático es real y es aterrador”, Chai Vasarhelyi, ganadora del Oscar y directora ...
mar, 20 jun 2023
Wild Life narra la vida de Kris Tompkins, una activista ambiental que comprometió su vida a ayudar a su esposo, Doug, a restaurar partes de ...",https://www.semana.com/cultura/cine/articulo/el-cambio-climatico-es-real-y-es-aterrador-chai-vasarhelyi-ganadora-del-oscar-y-directora-del-documental-wild-life-en-semana/202319/
4,"“Los últimos ocho años fueron los más calurosos”: informe expone estragos del cambio climático en ...
jue, 20 abr 2023
El cambio climático golpeó a Europa con fuerza el año pasado, provocando grandes incendios, temperaturas extremas y falta de lluvia, que impactaron los caudales de ...",https://www.semana.com/sostenible/medio-ambiente/articulo/los-ultimos-ocho-anos-fueron-los-mas-calurosos-informe-expone-estragos-del-cambio-climatico-en-europa/202308/
5,"Greta Thunberg denuncia ‘traición climática’ por parte de líderes mundiales
lun, 20 mar 2023
Este lunes 20 de marzo, la activista climática sueca Greta Thunberg denunció una “traición” por parte de los líderes mundiales, por no actuar sobre el ...",https://www.semana.com/mundo/articulo/greta-thunberg-denuncia-traicion-climatica-por-parte-de-lideres-mundiales/202348/
6,"Siete modos en los que puede ayudar a frenar el cambio climático
lun, 27 mar 2023
Aunque las huellas de carbono individuales pueden verse eclipsadas por las de las compañías globales de combustibles fósiles, aún podemos marcar la diferencia. Frente a ...",https://www.semana.com/sostenible/medio-ambiente/articulo/siete-modos-en-los-que-puede-ayudar-a-frenar-el-cambio-climatico/202301/
7,"La batalla contra las especies invasoras: un desafío sin solución a la vista
lun, 4 sept 2023
Esta situación está costando más de 400.000 millones de dólares al año en daños y pérdidas de ingresos, el equivalente al PIB de Dinamarca o ...",https://www.semana.com/medio-ambiente/articulo/la-batalla-contra-las-especies-invasoras-un-desafio-sin-solucion-a-la-vista/202314/
8,"¿El cambio climático es un problema para el agua a futuro? Expertos responden
jue, 2 feb 2023
Los modelos vigentes subestiman sistemáticamente la sensibilidad con que reacciona la disponibilidad global de agua a determinados parámetros climáticos cambiantes. Un análisis en la Universidad ...",https://www.semana.com/sostenible/medio-ambiente/articulo/el-cambio-climatico-es-un-problema-para-el-agua-a-futuro-expertos-responden/202350/
9,"Colombia es el país con mayor preocupación en relación con el cambio climático, según estudio
mié, 1 jun 2022
En su más reciente estudio Día de la Tierra 2022: Actitudes globales ante el cambio climático , la consultora internacional Ipsos publicó una medición realizada ...",https://www.semana.com/sostenible/medio-ambiente/articulo/colombia-es-el-pais-con-mayor-preocupacion-en-relacion-con-el-cambio-climatico-segun-estudio/202204/
